date,total_revenue
2021-10-21,63805.4400379
2021-10-22,56602.9673389
2021-10-23,45703.0673053
2021-10-24,53860.7270481
2021-10-25,76526.5293745
2021-10-26,65215.3356014
2021-10-27,55989.9846467
2021-10-28,58832.0921885
2021-10-29,45863.7248003
2021-10-30,37961.5577422
2021-10-31,53344.3534915
2021-11-01,70321.4739484
2021-11-02,63086.5330747
2021-11-03,60161.0059262
2021-11-04,53838.5602599
2021-11-05,52324.1659075
2021-11-06,49178.7306631
2021-11-07,72036.1252896
2021-11-08,78603.2157316
2021-11-09,70018.6340722
2021-11-10,69721.6129238
2021-11-11,81248.5344587
2021-11-12,75478.8072152
2021-11-13,67047.8550677
2021-11-14,74755.0281786
2021-11-15,69836.629485
2021-11-16,72951.2012246
2021-11-17,70105.6661817
2021-11-18,70310.4569692
2021-11-19,78231.5475704
2021-11-20,66677.5607343
2021-11-21,89706.7702249
2021-11-22,95026.6793728
2021-11-23,85285.2227222
2021-11-24,91152.7575898
2021-11-25,92871.8494424
2021-11-26,139520.0008276
2021-11-27,99985.7092139
2021-11-28,121765.2609888
2021-11-29,105181.4784031
2021-11-30,72556.1204463
2021-12-01,82361.971428
2021-12-02,79522.0357841
2021-12-03,74164.1170501
2021-12-04,73842.6220554
2021-12-05,89517.6708604
2021-12-06,87493.3894936
2021-12-07,89365.0146772
2021-12-08,92283.3615222
2021-12-09,91027.9221892
2021-12-10,78608.8665139
2021-12-11,81615.3653695
2021-12-12,98247.636366
2021-12-13,96535.9214341
2021-12-14,99345.4255116
2021-12-15,97679.7248796
2021-12-16,76878.317921
2021-12-17,64707.6666709
2021-12-18,51062.880451
2021-12-19,58190.5524813
2021-12-20,59217.389358
2021-12-21,51972.5959112
2021-12-22,43263.1440624
2021-12-23,42094.1471777
2021-12-24,31812.8750036
2021-12-25,46085.7397658
2021-12-26,50481.7954568
2021-12-27,60494.9859267
2021-12-28,57665.765256
2021-12-29,60007.4714245
2021-12-30,43681.6393901
2021-12-31,22910.9772794
2022-01-01,26855.7856432
2022-01-02,49118.9932666
2022-01-03,53616.1813689
2022-01-04,50522.6372938
2022-01-05,53876.1251968
2022-01-06,54830.9881438
2022-01-07,47415.6929777
2022-01-08,47385.550861
2022-01-09,53033.7417428
2022-01-10,58974.3900868
2022-01-11,61727.4150912
2022-01-12,55408.9401663
2022-01-13,51633.944288
2022-01-14,7518.5528678
