date,total_revenue
2020-03-18,3875.2682059
2020-03-19,3530.5635587
2020-03-20,2783.7488304
2020-03-21,3118.8430159
2020-03-22,2602.1232473
2020-03-23,4520.661617
2020-03-24,4155.8123937
2020-03-25,3861.3302242
2020-03-26,5208.0887506
2020-03-27,2699.0185973
2020-03-28,2473.7658864
2020-03-29,2879.2693736
2020-03-30,3127.0123981
2020-03-31,3565.8589074
2020-04-01,3619.4515443
2020-04-02,1682.9399192
2020-04-03,738.2596879
2020-04-04,1813.5697635
2020-04-05,4286.5007653
2020-04-06,5403.9918507
2020-04-07,4957.6833209
2020-04-08,5445.8007624
2020-04-09,4747.6139414
2020-04-10,3997.0185982
2020-04-11,229.579069
2020-04-12,3734.7368138
2020-04-13,6239.2821564999995
2020-04-14,5073.8034755
2020-04-15,5223.6193676
2020-04-16,5455.6337074
2020-04-17,5574.8259551
2020-04-18,6027.9635499
2020-04-19,7900.8569558
2020-04-20,6308.3767264
2020-04-21,5663.8771148
2020-04-22,5329.3306061
2020-04-23,6071.6263415
2020-04-24,4713.6573513
2020-04-25,5035.7499862
2020-04-26,5353.9976589
2020-04-27,7695.6604472
2020-04-28,6955.7945554
2020-04-29,7725.6085086
2020-04-30,5160.359676
2020-05-01,5427.4767322
2020-05-02,6164.9364205
2020-05-03,7538.5356401
2020-05-04,8395.3523049
2020-05-05,8411.528664
2020-05-06,9750.4360281
2020-05-07,8360.8817658
2020-05-08,5478.1457267
2020-05-09,4647.8321589
2020-05-10,7174.5511421
2020-05-11,8661.5755608
2020-05-12,10236.8189676
2020-05-13,9923.4402909
2020-05-14,7105.9650966
2020-05-15,9086.1379633
2020-05-16,7121.8871953
2020-05-17,6440.4181987
2020-05-18,12264.786796
2020-05-19,9794.1298217
2020-05-20,8680.3732362
2020-05-21,9706.8073463
2020-05-22,5505.2216918
2020-05-23,8722.470134199999
2020-05-24,8049.4922331
2020-05-25,8340.3484304
2020-05-26,9165.382151
2020-05-27,5204.7507636
2020-05-28,8617.6600574
2020-05-29,5687.0759547
2020-05-30,4657.4402986
2020-05-31,8891.0302136
2020-06-01,9335.4538555
2020-06-02,8076.0492067000005
2020-06-03,6757.482156
2020-06-04,8237.3980461
2020-06-05,6440.9992129
2020-06-06,6112.5635527
2020-06-07,9197.6143204
2020-06-08,9960.2809867
2020-06-09,6878.247655
2020-06-10,8070.8290512
2020-06-11,6051.3775032
2020-06-12,4082.3918505
2020-06-13,3993.4996035
2020-06-14,6310.0813824
2020-06-15,6776.6647156
2020-06-16,6627.234093
2020-06-17,7026.8158764
2020-06-18,6460.959288
2020-06-19,5146.2313847
2020-06-20,4753.8612311
2020-06-21,6967.4868047
2020-06-22,5605.6751804
2020-06-23,6656.0042506
2020-06-24,4140.3356477
2020-06-25,4030.6558029
2020-06-26,3456.6271252
2020-06-27,3472.5530944
2020-06-28,2613.3976667
2020-06-29,6961.7848706
2020-06-30,6095.9123914
2020-07-01,5834.6170428
2020-07-02,5030.7205321
2020-07-03,4178.5197584
2020-07-04,2733.9701477999997
2020-07-05,3341.760845
2020-07-06,5157.0930111
2020-07-07,7213.7565743
2020-07-08,6483.4751808
2020-07-09,5298.3240221
2020-07-10,5549.5891375
2020-07-11,3545.0713111
2020-07-12,5907.649601
2020-07-13,7709.7213044
2020-07-14,8909.4154876
2020-07-15,8768.4061842
2020-07-16,7230.9581265
2020-07-17,5952.212777
2020-07-18,5808.1887469
2020-07-19,8596.0387415
2020-07-20,9863.4833156
2020-07-21,6719.1984364
2020-07-22,7742.200371
2020-07-23,8482.8003728
2020-07-24,7463.6104522
2020-07-25,5564.2608388
2020-07-26,6330.0662642
2020-07-27,9186.8189767
2020-07-28,7252.7112254
2020-07-29,7630.6639361
2020-07-30,7198.2197527
2020-07-31,5860.7232455
2020-08-01,4567.9112289
2020-08-02,9905.4119964
2020-08-03,10710.1054062
2020-08-04,12095.6515287
2020-08-05,7613.4604483
2020-08-06,6192.0379733
2020-08-07,5861.9127759
2020-08-08,5141.9414621
2020-08-09,6087.0030857
2020-08-10,13986.3336954
2020-08-11,11681.492228
2020-08-12,9278.5635482
2020-08-13,7291.8844803
2020-08-14,7849.6697507
2020-08-15,6999.8441741
2020-08-16,8041.5484301999995
2020-08-17,13674.746095299999
2020-08-18,11342.0813736
2020-08-19,9209.4999792
2020-08-20,7489.5968801
2020-08-21,8394.971686500001
2020-08-22,5513.4899094
2020-08-23,7806.3081191
2020-08-24,11144.1538481
2020-08-25,10177.1522966
2020-08-26,8386.1274976
2020-08-27,7265.7895124
2020-08-28,7428.537191
2020-08-29,5573.4875828
2020-08-30,7221.9619964
2020-08-31,13092.1984129
2020-09-01,13665.239112
2020-09-02,10354.2864096
2020-09-03,8548.9550206
