date,total_revenue
2020-10-10,48.6899224
2020-10-11,128.6505558
2020-10-12,73.6754588
2020-10-13,24.3449612
2020-10-14,26.8701689
2020-10-19,43.244186
2020-10-27,24.3449612
2020-11-05,65.0906976
2020-11-06,59.843711899999995
2020-11-08,63.0085271
2020-11-09,25.274031
2020-11-11,144.11582239999998
2020-11-20,41.3075503
2020-11-22,63.1368216
2020-11-25,61.7910852
2020-11-26,39.6480232
2020-11-27,25.6731728
2020-11-29,53.2705426
2020-11-30,118.45144939999999
2020-12-01,230.4153406
2020-12-02,39.7464806
2020-12-04,112.322868
2020-12-05,30.2405015
2020-12-07,62.3678293
2020-12-10,140.7463875
2020-12-11,76.5585271
2020-12-12,72.1922292
2020-12-13,88.9103332
2020-12-14,39.0357558
2020-12-15,122.857647
2020-12-16,78.2916743
2020-12-17,37.4782945
2020-12-25,33.673062
2020-12-27,38.7679883
2020-12-29,91.62353279999999
2020-12-31,95.1372092
2021-01-02,33.402868
2021-01-03,38.9097383
2021-01-04,72.3126063
2021-01-05,37.4782945
2021-01-07,54.4991511
2021-01-10,77.5822674
2021-01-14,46.6381686
2021-01-15,53.6793488
2021-01-17,25.594186
2021-01-18,75.9653953
2021-01-22,76.5585271
2021-01-23,52.3709495
2021-01-24,22.8005133
2021-01-25,71.4200515
2021-01-26,151.6648836
2021-01-27,30.0468992
2021-01-29,31.2267255
2021-01-30,125.1380465
2021-01-31,76.1942248
2021-02-03,48.0354651
2021-02-10,37.6422558
2021-02-12,47.1950581
2021-02-13,45.8698546
2021-02-16,45.736279
2021-02-17,25.8248779
2021-02-18,61.8832093
2021-02-19,38.0182093
2021-02-22,35.9425813
2021-03-09,38.0809395
2021-03-10,37.1264038
2021-03-13,50.7945411
2021-03-15,37.1370542
2021-03-16,30.4862771
2021-03-18,37.0460135
2021-03-24,90.9993914
2021-04-02,47.0642151
2021-04-04,62.162775499999995
2021-04-06,36.6403255
2021-04-08,28.787748
2021-04-11,37.7235968
2021-04-14,46.1331337
2021-04-18,36.5964534
2021-04-20,23.5609689
2021-04-21,36.7534922
2021-04-30,40.6174418
2021-05-04,37.9079476
2021-05-09,60.2186046
2021-05-10,35.952
2021-05-11,45.0503023
2021-05-14,43.9929651
2021-05-17,78.2800402
2021-05-23,44.5572286
2021-05-26,22.5829457
2021-05-28,43.6621395
2021-05-29,21.2252465
2021-05-30,40.9349767
2021-05-31,21.2252465
2021-06-03,23.6604883
2021-06-08,41.5867732
2021-06-11,79.2398371
2021-06-13,43.6217825
2021-06-14,37.0772174
2021-06-17,20.0503875
2021-06-24,43.0093232
2021-06-28,105.0750623
2021-07-07,33.9117383
2021-07-15,42.5717054
2021-07-19,22.1027131
2021-07-20,36.0503875
2021-07-28,39.7205426
2021-08-01,26.7155038
2021-08-03,43.2124031
2021-08-09,39.7991511
2021-08-11,52.340258000000006
2021-08-12,48.6577519
2021-08-16,89.4019588
2021-08-18,55.66093599999999
2021-08-21,64.0063604
2021-08-22,21.7821705
2021-08-23,280.3826896
2021-08-25,35.4307984
2021-08-26,36.8375968
2021-08-27,40.0403023
2021-08-29,49.5348837
2021-09-01,39.9449612
2021-09-03,59.4364186
2021-09-04,36.8375968
2021-09-06,116.2417208
2021-09-07,277.6945187
2021-09-08,126.10549209999999
2021-09-11,141.7618293
2021-09-12,52.1574217
2021-09-13,41.8027131
2021-09-16,45.2444651
2021-09-20,94.88566270000001
2021-09-21,34.4743868
2021-09-24,288.0839025
2021-09-26,101.832558
2021-09-28,65.2102093
2021-10-08,47.2744186
2021-10-09,46.71956
2021-10-11,57.9089883
2021-10-12,57.8293023
2021-10-14,59.4916666
2021-10-21,46.0448062
2021-10-24,106.42042620000001
2021-10-30,61.3194244
2021-10-31,31.0077519
2021-11-01,52.644872
2021-11-04,52.3375465
2021-11-08,57.5447093
2021-11-09,60.1744186
2021-11-12,106.8541007
2021-11-14,30.1608217
2021-11-17,52.8852093
2021-11-20,29.1817829
2021-11-25,58.7802325
2021-12-04,57.8634534
2021-12-05,56.9079282
2021-12-08,57.5902015
2021-12-16,58.3560697
2021-12-18,33.6023255
2021-12-27,57.4427054
2022-01-01,55.5399379
2022-01-04,29.7358992
2022-01-07,97.271341
2022-01-08,52.7638759
2022-01-14,57.5094418
